x,y,LOCAL_DATE,UTC_YEAR,STATION_PRESSURE,PRECIP_AMOUNT_FLAG,WEATHER_FRE_DESC,WIND_SPEED,VISIBILITY_FLAG,LOCAL_MONTH,LOCAL_HOUR,TEMP_FLAG,LOCAL_DAY,STATION_PRESSURE_FLAG,DEW_POINT_TEMP,DEW_POINT_TEMP_FLAG,UTC_DATE,WIND_DIRECTION,STATION_NAME,LOCAL_YEAR,UTC_MONTH,HUMIDEX_FLAG,WINDCHILL,PROVINCE_CODE,WEATHER_ENG_DESC,WIND_SPEED_FLAG,TEMP,RELATIVE_HUMIDITY,RELATIVE_HUMIDITY_FLAG,WIND_DIRECTION_FLAG,UTC_DAY,HUMIDEX,PRECIP_AMOUNT,ID,WINDCHILL_FLAG,VISIBILITY,CLIMATE_IDENTIFIER
-113.57944444444445,53.31,2015-04-12 14:00:00,2015,92.15,,Généralement nuageux,37,,4,14,,12,,-15.5,,2015-04-12T21:00:00,30,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,7.4,18,,,12,,,3012216.2015.4.12.14,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 15:00:00,2015,92.15,,ND,43,,4,15,,12,,-15.3,,2015-04-12T22:00:00,27,EDMONTON INTL A,2015,4,,,AB,NA,,9.4,16,,,12,,,3012216.2015.4.12.15,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 16:00:00,2015,92.23,,ND,41,,4,16,,12,,-16.2,,2015-04-12T23:00:00,28,EDMONTON INTL A,2015,4,,,AB,NA,,6.6,18,,,12,,,3012216.2015.4.12.16,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 17:00:00,2015,92.31,,Généralement nuageux,42,,4,17,,12,,-16.6,,2015-04-13T00:00:00,29,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,6.1,18,,,13,,,3012216.2015.4.12.17,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 18:00:00,2015,92.33,,ND,43,,4,18,,12,,-16.2,,2015-04-13T01:00:00,28,EDMONTON INTL A,2015,4,,,AB,NA,,5.8,19,,,13,,,3012216.2015.4.12.18,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 19:00:00,2015,92.4,,ND,36,,4,19,,12,,-14.1,,2015-04-13T02:00:00,29,EDMONTON INTL A,2015,4,,,AB,NA,,4.9,24,,,13,,,3012216.2015.4.12.19,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 20:00:00,2015,92.45,,Généralement dégagé,21,,4,20,,12,,-14.9,,2015-04-13T03:00:00,28,EDMONTON INTL A,2015,4,,,AB,Mainly Clear,,3.4,25,,,13,,,3012216.2015.4.12.20,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 21:00:00,2015,92.55,,ND,15,,4,21,,12,,-14.6,,2015-04-13T04:00:00,27,EDMONTON INTL A,2015,4,,-6,AB,NA,,-0.9,35,,,13,,,3012216.2015.4.12.21,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 22:00:00,2015,92.61,,ND,23,,4,22,,12,,-12.8,,2015-04-13T05:00:00,27,EDMONTON INTL A,2015,4,,,AB,NA,,1.5,34,,,13,,,3012216.2015.4.12.22,,24.1,3012216
-113.57944444444445,53.31,2015-04-12 23:00:00,2015,92.67,,Généralement dégagé,21,,4,23,,12,,-12.4,,2015-04-13T06:00:00,27,EDMONTON INTL A,2015,4,,-5,AB,Mainly Clear,,0.0,39,,,13,,,3012216.2015.4.12.23,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 00:00:00,2015,92.73,,ND,19,,4,0,,13,,-12.6,,2015-04-13T07:00:00,27,EDMONTON INTL A,2015,4,,,AB,NA,,0.1,38,,,13,,,3012216.2015.4.13.0,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 01:00:00,2015,92.78,,ND,18,,4,1,,13,,-11.8,,2015-04-13T08:00:00,26,EDMONTON INTL A,2015,4,,-8,AB,NA,,-2.2,48,,,13,,,3012216.2015.4.13.1,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 02:00:00,2015,92.82,,Dégagé,17,,4,2,,13,,-11.8,,2015-04-13T09:00:00,26,EDMONTON INTL A,2015,4,,-9,AB,Clear,,-3.3,52,,,13,,,3012216.2015.4.13.2,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 03:00:00,2015,92.85,,ND,19,,4,3,,13,,-11.7,,2015-04-13T10:00:00,27,EDMONTON INTL A,2015,4,,-7,AB,NA,,-1.5,46,,,13,,,3012216.2015.4.13.3,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 04:00:00,2015,92.89,,ND,18,,4,4,,13,,-12.1,,2015-04-13T11:00:00,25,EDMONTON INTL A,2015,4,,-10,AB,NA,,-4.3,55,,,13,,,3012216.2015.4.13.4,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 05:00:00,2015,92.92,,Généralement dégagé,14,,4,5,,13,,-12.6,,2015-04-13T12:00:00,26,EDMONTON INTL A,2015,4,,-11,AB,Mainly Clear,,-5.6,58,,,13,,,3012216.2015.4.13.5,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 06:00:00,2015,92.95,,ND,5,,4,6,,13,,-12.1,,2015-04-13T13:00:00,24,EDMONTON INTL A,2015,4,,-8,AB,NA,,-5.3,59,,,13,,,3012216.2015.4.13.6,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 07:00:00,2015,92.96,,ND,12,,4,7,,13,,-9.9,,2015-04-13T14:00:00,23,EDMONTON INTL A,2015,4,,,AB,NA,,0.1,47,,,13,,,3012216.2015.4.13.7,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 08:00:00,2015,92.96,,Généralement nuageux,17,,4,8,,13,,-9.9,,2015-04-13T15:00:00,26,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,3.5,37,,,13,,,3012216.2015.4.13.8,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 09:00:00,2015,92.94,,ND,14,,4,9,,13,,-11.5,,2015-04-13T16:00:00,28,EDMONTON INTL A,2015,4,,,AB,NA,,6.2,27,,,13,,,3012216.2015.4.13.9,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 10:00:00,2015,92.9,,ND,11,,4,10,,13,,-11.2,,2015-04-13T17:00:00,28,EDMONTON INTL A,2015,4,,,AB,NA,,7.6,25,,,13,,,3012216.2015.4.13.10,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 11:00:00,2015,92.85,,Généralement dégagé,15,,4,11,,13,,-11.9,,2015-04-13T18:00:00,25,EDMONTON INTL A,2015,4,,,AB,Mainly Clear,,8.7,22,,,13,,,3012216.2015.4.13.11,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 12:00:00,2015,92.79,,ND,22,,4,12,,13,,-11.7,,2015-04-13T19:00:00,22,EDMONTON INTL A,2015,4,,,AB,NA,,9.6,21,,,13,,,3012216.2015.4.13.12,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 13:00:00,2015,92.69,,ND,22,,4,13,,13,,-12.5,,2015-04-13T20:00:00,21,EDMONTON INTL A,2015,4,,,AB,NA,,11.0,18,,,13,,,3012216.2015.4.13.13,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 14:00:00,2015,92.61,,Généralement dégagé,22,,4,14,,13,,-13.0,,2015-04-13T21:00:00,19,EDMONTON INTL A,2015,4,,,AB,Mainly Clear,,11.2,17,,,13,,,3012216.2015.4.13.14,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 15:00:00,2015,92.51,,ND,20,,4,15,,13,,-11.7,,2015-04-13T22:00:00,18,EDMONTON INTL A,2015,4,,,AB,NA,,11.1,19,,,13,,,3012216.2015.4.13.15,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 16:00:00,2015,92.43,,ND,9,,4,16,,13,,-10.6,,2015-04-13T23:00:00,12,EDMONTON INTL A,2015,4,,,AB,NA,,11.7,20,,,13,,,3012216.2015.4.13.16,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 17:00:00,2015,92.38,,Généralement nuageux,16,,4,17,,13,,-10.8,,2015-04-14T00:00:00,15,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,11.4,20,,,14,,,3012216.2015.4.13.17,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 18:00:00,2015,92.31,,ND,22,,4,18,,13,,-10.0,,2015-04-14T01:00:00,12,EDMONTON INTL A,2015,4,,,AB,NA,,10.9,22,,,14,,,3012216.2015.4.13.18,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 19:00:00,2015,92.28,,ND,20,,4,19,,13,,-9.0,,2015-04-14T02:00:00,11,EDMONTON INTL A,2015,4,,,AB,NA,,9.6,26,,,14,,,3012216.2015.4.13.19,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 20:00:00,2015,92.26,,Généralement nuageux,20,,4,20,,13,,-8.8,,2015-04-14T03:00:00,9,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,7.3,31,,,14,,,3012216.2015.4.13.20,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 21:00:00,2015,92.24,,ND,19,,4,21,,13,,-8.4,,2015-04-14T04:00:00,10,EDMONTON INTL A,2015,4,,,AB,NA,,5.9,35,,,14,,,3012216.2015.4.13.21,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 22:00:00,2015,92.24,,ND,22,,4,22,,13,,-7.9,,2015-04-14T05:00:00,11,EDMONTON INTL A,2015,4,,,AB,NA,,4.6,40,,,14,,,3012216.2015.4.13.22,,24.1,3012216
-113.57944444444445,53.31,2015-04-13 23:00:00,2015,92.22,,Généralement dégagé,20,,4,23,,13,,-7.3,,2015-04-14T06:00:00,11,EDMONTON INTL A,2015,4,,,AB,Mainly Clear,,3.9,44,,,14,,,3012216.2015.4.13.23,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 00:00:00,2015,92.19,,ND,21,,4,0,,14,,-7.0,,2015-04-14T07:00:00,11,EDMONTON INTL A,2015,4,,,AB,NA,,3.6,46,,,14,,,3012216.2015.4.14.0,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 01:00:00,2015,92.15,,ND,21,,4,1,,14,,-7.4,,2015-04-14T08:00:00,13,EDMONTON INTL A,2015,4,,,AB,NA,,3.8,44,,,14,,,3012216.2015.4.14.1,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 02:00:00,2015,92.1,,Généralement nuageux,25,,4,2,,14,,-7.3,,2015-04-14T09:00:00,12,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,3.2,46,,,14,,,3012216.2015.4.14.2,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 03:00:00,2015,92.02,,ND,26,,4,3,,14,,-7.8,,2015-04-14T10:00:00,11,EDMONTON INTL A,2015,4,,,AB,NA,,2.7,46,,,14,,,3012216.2015.4.14.3,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 04:00:00,2015,92.03,,ND,22,,4,4,,14,,-7.8,,2015-04-14T11:00:00,12,EDMONTON INTL A,2015,4,,,AB,NA,,2.4,47,,,14,,,3012216.2015.4.14.4,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 05:00:00,2015,92.03,,Nuageux,21,,4,5,,14,,-7.6,,2015-04-14T12:00:00,11,EDMONTON INTL A,2015,4,,,AB,Cloudy,,2.3,48,,,14,,,3012216.2015.4.14.5,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 06:00:00,2015,92.07,,ND,8,,4,6,,14,,-7.7,,2015-04-14T13:00:00,13,EDMONTON INTL A,2015,4,,,AB,NA,,1.9,49,,,14,,,3012216.2015.4.14.6,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 07:00:00,2015,92.06,,ND,15,,4,7,,14,,-7.6,,2015-04-14T14:00:00,13,EDMONTON INTL A,2015,4,,,AB,NA,,2.6,47,,,14,,,3012216.2015.4.14.7,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 08:00:00,2015,92.07,,Nuageux,12,,4,8,,14,,-7.5,,2015-04-14T15:00:00,13,EDMONTON INTL A,2015,4,,,AB,Cloudy,,3.3,45,,,14,,,3012216.2015.4.14.8,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 09:00:00,2015,92.09,,ND,0,,4,9,,14,,-7.3,,2015-04-14T16:00:00,0,EDMONTON INTL A,2015,4,,,AB,NA,,3.9,44,,,14,,,3012216.2015.4.14.9,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 10:00:00,2015,92.17,,ND,22,,4,10,,14,,-6.2,,2015-04-14T17:00:00,29,EDMONTON INTL A,2015,4,,,AB,NA,,5.1,44,,,14,,,3012216.2015.4.14.10,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 11:00:00,2015,92.21,,Nuageux,16,,4,11,,14,,-6.1,,2015-04-14T18:00:00,31,EDMONTON INTL A,2015,4,,,AB,Cloudy,,7.3,38,,,14,,,3012216.2015.4.14.11,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 12:00:00,2015,92.18,,ND,23,,4,12,,14,,-6.1,,2015-04-14T19:00:00,34,EDMONTON INTL A,2015,4,,,AB,NA,,9.4,33,,,14,,,3012216.2015.4.14.12,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 13:00:00,2015,92.25,,ND,26,,4,13,,14,,-6.0,,2015-04-14T20:00:00,33,EDMONTON INTL A,2015,4,,,AB,NA,,9.9,32,,,14,,,3012216.2015.4.14.13,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 14:00:00,2015,92.35,,Nuageux,29,,4,14,,14,,-6.7,,2015-04-14T21:00:00,33,EDMONTON INTL A,2015,4,,,AB,Cloudy,,9.1,32,,,14,,,3012216.2015.4.14.14,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 15:00:00,2015,92.42,,ND,34,,4,15,,14,,-7.5,,2015-04-14T22:00:00,34,EDMONTON INTL A,2015,4,,,AB,NA,,10.2,28,,,14,,,3012216.2015.4.14.15,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 16:00:00,2015,92.51,,ND,28,,4,16,,14,,-5.7,,2015-04-14T23:00:00,34,EDMONTON INTL A,2015,4,,,AB,NA,,9.8,33,,,14,,,3012216.2015.4.14.16,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 17:00:00,2015,92.56,,Généralement nuageux,25,,4,17,,14,,-6.4,,2015-04-15T00:00:00,34,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,9.9,31,,,15,,,3012216.2015.4.14.17,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 18:00:00,2015,92.6,,ND,18,,4,18,,14,,-6.0,,2015-04-15T01:00:00,33,EDMONTON INTL A,2015,4,,,AB,NA,,9.0,34,,,15,,,3012216.2015.4.14.18,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 19:00:00,2015,92.64,,ND,14,,4,19,,14,,-6.0,,2015-04-15T02:00:00,33,EDMONTON INTL A,2015,4,,,AB,NA,,7.8,37,,,15,,,3012216.2015.4.14.19,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 20:00:00,2015,92.76,,Généralement nuageux,27,,4,20,,14,,-7.7,,2015-04-15T03:00:00,31,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,8.0,32,,,15,,,3012216.2015.4.14.20,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 21:00:00,2015,92.84,,ND,25,,4,21,,14,,-8.9,,2015-04-15T04:00:00,32,EDMONTON INTL A,2015,4,,,AB,NA,,7.1,31,,,15,,,3012216.2015.4.14.21,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 22:00:00,2015,92.97,,ND,19,,4,22,,14,,-9.3,,2015-04-15T05:00:00,31,EDMONTON INTL A,2015,4,,,AB,NA,,6.2,32,,,15,,,3012216.2015.4.14.22,,24.1,3012216
-113.57944444444445,53.31,2015-04-14 23:00:00,2015,93.07,,Nuageux,12,,4,23,,14,,-8.7,,2015-04-15T06:00:00,29,EDMONTON INTL A,2015,4,,,AB,Cloudy,,4.8,37,,,15,,,3012216.2015.4.14.23,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 00:00:00,2015,93.13,,ND,13,,4,0,,15,,-8.4,,2015-04-15T07:00:00,30,EDMONTON INTL A,2015,4,,,AB,NA,,2.4,45,,,15,,,3012216.2015.4.15.0,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 01:00:00,2015,93.21,,ND,16,,4,1,,15,,-8.8,,2015-04-15T08:00:00,29,EDMONTON INTL A,2015,4,,,AB,NA,,1.6,46,,,15,,,3012216.2015.4.15.1,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 02:00:00,2015,93.28,,Dégagé,13,,4,2,,15,,-8.9,,2015-04-15T09:00:00,29,EDMONTON INTL A,2015,4,,,AB,Clear,,0.1,51,,,15,,,3012216.2015.4.15.2,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 03:00:00,2015,93.34,,ND,13,,4,3,,15,,-9.2,,2015-04-15T10:00:00,29,EDMONTON INTL A,2015,4,,-6,AB,NA,,-1.5,56,,,15,,,3012216.2015.4.15.3,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 04:00:00,2015,93.36,,ND,15,,4,4,,15,,-9.4,,2015-04-15T11:00:00,29,EDMONTON INTL A,2015,4,,-7,AB,NA,,-1.7,56,,,15,,,3012216.2015.4.15.4,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 05:00:00,2015,93.42,,Dégagé,14,,4,5,,15,,-9.9,,2015-04-15T12:00:00,29,EDMONTON INTL A,2015,4,,-7,AB,Clear,,-2.3,56,,,15,,,3012216.2015.4.15.5,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 06:00:00,2015,93.51,,ND,13,,4,6,,15,,-11.0,,2015-04-15T13:00:00,27,EDMONTON INTL A,2015,4,,-10,AB,NA,,-4.8,62,,,15,,,3012216.2015.4.15.6,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 07:00:00,2015,93.6,,ND,11,,4,7,,15,,-8.8,,2015-04-15T14:00:00,27,EDMONTON INTL A,2015,4,,-4,AB,NA,,-0.1,52,,,15,,,3012216.2015.4.15.7,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 08:00:00,2015,93.63,,Dégagé,17,,4,8,,15,,-9.7,,2015-04-15T15:00:00,29,EDMONTON INTL A,2015,4,,,AB,Clear,,3.3,38,,,15,,,3012216.2015.4.15.8,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 09:00:00,2015,93.65,,ND,18,,4,9,,15,,-10.3,,2015-04-15T16:00:00,30,EDMONTON INTL A,2015,4,,,AB,NA,,6.0,30,,,15,,,3012216.2015.4.15.9,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 10:00:00,2015,93.59,,ND,18,,4,10,,15,,-12.7,,2015-04-15T17:00:00,30,EDMONTON INTL A,2015,4,,,AB,NA,,7.8,22,,,15,,,3012216.2015.4.15.10,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 11:00:00,2015,93.53,,Dégagé,29,,4,11,,15,,-14.2,,2015-04-15T18:00:00,28,EDMONTON INTL A,2015,4,,,AB,Clear,,9.0,18,,,15,,,3012216.2015.4.15.11,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 12:00:00,2015,93.47,,ND,15,,4,12,,15,,-13.3,,2015-04-15T19:00:00,30,EDMONTON INTL A,2015,4,,,AB,NA,,10.0,18,,,15,,,3012216.2015.4.15.12,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 13:00:00,2015,93.42,,ND,28,,4,13,,15,,-13.2,,2015-04-15T20:00:00,29,EDMONTON INTL A,2015,4,,,AB,NA,,11.0,17,,,15,,,3012216.2015.4.15.13,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 14:00:00,2015,93.37,,Dégagé,29,,4,14,,15,,-13.0,,2015-04-15T21:00:00,29,EDMONTON INTL A,2015,4,,,AB,Clear,,12.1,16,,,15,,,3012216.2015.4.15.14,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 15:00:00,2015,93.32,,ND,28,,4,15,,15,,-11.5,,2015-04-15T22:00:00,30,EDMONTON INTL A,2015,4,,,AB,NA,,13.0,17,,,15,,,3012216.2015.4.15.15,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 16:00:00,2015,93.3,,ND,22,,4,16,,15,,-12.0,,2015-04-15T23:00:00,27,EDMONTON INTL A,2015,4,,,AB,NA,,13.3,16,,,15,,,3012216.2015.4.15.16,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 17:00:00,2015,93.29,,Dégagé,19,,4,17,,15,,-12.4,,2015-04-16T00:00:00,26,EDMONTON INTL A,2015,4,,,AB,Clear,,13.8,15,,,16,,,3012216.2015.4.15.17,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 18:00:00,2015,93.3,,ND,14,,4,18,,15,,-12.1,,2015-04-16T01:00:00,28,EDMONTON INTL A,2015,4,,,AB,NA,,13.2,16,,,16,,,3012216.2015.4.15.18,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 19:00:00,2015,93.27,,ND,5,,4,19,,15,,-12.0,,2015-04-16T02:00:00,26,EDMONTON INTL A,2015,4,,,AB,NA,,10.8,19,,,16,,,3012216.2015.4.15.19,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 20:00:00,2015,93.31,,Généralement nuageux,10,,4,20,,15,,-12.5,,2015-04-16T03:00:00,18,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,2.2,33,,,16,,,3012216.2015.4.15.20,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 21:00:00,2015,93.37,,ND,12,,4,21,,15,,-12.0,,2015-04-16T04:00:00,20,EDMONTON INTL A,2015,4,,-4,AB,NA,,-0.2,41,,,16,,,3012216.2015.4.15.21,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 22:00:00,2015,93.45,,ND,10,,4,22,,15,,-10.2,,2015-04-16T05:00:00,31,EDMONTON INTL A,2015,4,,,AB,NA,,4.3,34,,,16,,,3012216.2015.4.15.22,,24.1,3012216
-113.57944444444445,53.31,2015-04-15 23:00:00,2015,93.45,,Généralement nuageux,7,,4,23,,15,,-11.1,,2015-04-16T06:00:00,18,EDMONTON INTL A,2015,4,,-4,AB,Mostly Cloudy,,-1.7,49,,,16,,,3012216.2015.4.15.23,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 00:00:00,2015,93.47,,ND,13,,4,0,,16,,-10.6,,2015-04-16T07:00:00,19,EDMONTON INTL A,2015,4,,-8,AB,NA,,-3.0,56,,,16,,,3012216.2015.4.16.0,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 01:00:00,2015,93.49,,ND,10,,4,1,,16,,-10.3,,2015-04-16T08:00:00,20,EDMONTON INTL A,2015,4,,-7,AB,NA,,-2.7,56,,,16,,,3012216.2015.4.16.1,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 02:00:00,2015,93.53,,Généralement dégagé,11,,4,2,,16,,-9.0,,2015-04-16T09:00:00,22,EDMONTON INTL A,2015,4,,-5,AB,Mainly Clear,,-1.5,57,,,16,,,3012216.2015.4.16.2,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 03:00:00,2015,93.53,,ND,9,,4,3,,16,,-8.6,,2015-04-16T10:00:00,23,EDMONTON INTL A,2015,4,,-4,AB,NA,,-0.4,54,,,16,,,3012216.2015.4.16.3,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 04:00:00,2015,93.55,,ND,12,,4,4,,16,,-8.0,,2015-04-16T11:00:00,25,EDMONTON INTL A,2015,4,,,AB,NA,,0.3,54,,,16,,,3012216.2015.4.16.4,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 05:00:00,2015,93.57,,Généralement dégagé,6,,4,5,,16,,-8.1,,2015-04-16T12:00:00,22,EDMONTON INTL A,2015,4,,-3,AB,Mainly Clear,,-1.1,59,,,16,,,3012216.2015.4.16.5,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 06:00:00,2015,93.56,,ND,8,,4,6,,16,,-8.3,,2015-04-16T13:00:00,21,EDMONTON INTL A,2015,4,,-5,AB,NA,,-2.2,63,,,16,,,3012216.2015.4.16.6,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 07:00:00,2015,93.57,,ND,8,,4,7,,16,,-5.3,,2015-04-16T14:00:00,18,EDMONTON INTL A,2015,4,,,AB,NA,,2.6,56,,,16,,,3012216.2015.4.16.7,,19.3,3012216
-113.57944444444445,53.31,2015-04-16 08:00:00,2015,93.54,,Généralement nuageux,12,,4,8,,16,,-5.0,,2015-04-16T15:00:00,21,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,8.5,38,,,16,,,3012216.2015.4.16.8,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 09:00:00,2015,93.5,,ND,14,,4,9,,16,,-5.8,,2015-04-16T16:00:00,20,EDMONTON INTL A,2015,4,,,AB,NA,,10.6,31,,,16,,,3012216.2015.4.16.9,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 10:00:00,2015,93.44,,ND,15,,4,10,,16,,-6.3,,2015-04-16T17:00:00,18,EDMONTON INTL A,2015,4,,,AB,NA,,12.7,26,,,16,,,3012216.2015.4.16.10,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 11:00:00,2015,93.34,,Généralement nuageux,9,,4,11,,16,,-6.8,,2015-04-16T18:00:00,17,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,14.0,23,,,16,,,3012216.2015.4.16.11,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 12:00:00,2015,93.23,,ND,21,,4,12,,16,,-6.6,,2015-04-16T19:00:00,20,EDMONTON INTL A,2015,4,,,AB,NA,,16.4,20,,,16,,,3012216.2015.4.16.12,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 13:00:00,2015,93.12,,ND,18,,4,13,,16,,-6.1,,2015-04-16T20:00:00,20,EDMONTON INTL A,2015,4,,,AB,NA,,17.0,20,,,16,,,3012216.2015.4.16.13,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 14:00:00,2015,93.04,,Généralement nuageux,19,,4,14,,16,,-7.0,,2015-04-16T21:00:00,20,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,17.5,18,,,16,,,3012216.2015.4.16.14,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 15:00:00,2015,92.99,,ND,26,,4,15,,16,,-5.4,,2015-04-16T22:00:00,22,EDMONTON INTL A,2015,4,,,AB,NA,,19.4,18,,,16,,,3012216.2015.4.16.15,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 16:00:00,2015,92.97,,ND,25,,4,16,,16,,-5.6,,2015-04-16T23:00:00,27,EDMONTON INTL A,2015,4,,,AB,NA,,18.3,19,,,16,,,3012216.2015.4.16.16,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 17:00:00,2015,93.01,,Généralement nuageux,31,,4,17,,16,,-5.0,,2015-04-17T00:00:00,26,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,17.5,21,,,17,,,3012216.2015.4.16.17,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 18:00:00,2015,93.08,,ND,33,,4,18,,16,,-4.0,,2015-04-17T01:00:00,33,EDMONTON INTL A,2015,4,,,AB,NA,,16.6,24,,,17,,,3012216.2015.4.16.18,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 19:00:00,2015,93.19,,ND,22,,4,19,,16,,-3.0,,2015-04-17T02:00:00,35,EDMONTON INTL A,2015,4,,,AB,NA,,13.8,31,,,17,,,3012216.2015.4.16.19,,24.1,3012216
-113.57944444444445,53.31,2015-04-16 20:00:00,2015,93.37,,Généralement nuageux,17,,4,20,,16,,-1.0,,2015-04-17T03:00:00,1,EDMONTON INTL A,2015,4,,,AB,Mostly Cloudy,,10.1,46,,,17,,,3012216.2015.4.16.20,,24.1,3012216
