x,y,UTC_DATE,UTC_DAY,WINDCHILL_FLAG,LOCAL_HOUR,WIND_SPEED_FLAG,WIND_SPEED,HUMIDEX,ID,PROVINCE_CODE,WEATHER_ENG_DESC,TEMP_FLAG,LOCAL_YEAR,PRECIP_AMOUNT_FLAG,LOCAL_DAY,HUMIDEX_FLAG,STATION_PRESSURE_FLAG,UTC_YEAR,VISIBILITY_FLAG,WIND_DIRECTION_FLAG,TEMP,UTC_MONTH,CLIMATE_IDENTIFIER,DEW_POINT_TEMP_FLAG,WINDCHILL,RELATIVE_HUMIDITY_FLAG,WIND_DIRECTION,PRECIP_AMOUNT,DEW_POINT_TEMP,STATION_PRESSURE,LOCAL_DATE,LOCAL_MONTH,WEATHER_FRE_DESC,RELATIVE_HUMIDITY,VISIBILITY,STATION_NAME
-113.57944444444445,53.31,2018-06-04T18:00:00,4,,11,,30,,3012216.2018.6.4.11,AB,Mostly Cloudy,,2018,,4,,,2018,,,17.7,6,3012216,,,,32,,6.0,92.12,2018-06-04 11:00:00,6,Généralement nuageux,46,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-04T19:00:00,4,,12,,24,,3012216.2018.6.4.12,AB,NA,,2018,,4,,,2018,,,17.0,6,3012216,,,,32,,5.2,92.14,2018-06-04 12:00:00,6,ND,45,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-04T20:00:00,4,,13,,26,,3012216.2018.6.4.13,AB,NA,,2018,,4,,,2018,,,18.6,6,3012216,,,,33,,4.6,92.11,2018-06-04 13:00:00,6,ND,39,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-04T21:00:00,4,,14,,26,,3012216.2018.6.4.14,AB,Mostly Cloudy,,2018,,4,,,2018,,,19.2,6,3012216,,,,32,,4.1,92.16,2018-06-04 14:00:00,6,Généralement nuageux,37,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-04T22:00:00,4,,15,,26,,3012216.2018.6.4.15,AB,NA,,2018,,4,,,2018,,,17.8,6,3012216,,,,25,,5.6,92.23,2018-06-04 15:00:00,6,ND,44,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-04T23:00:00,4,,16,,17,,3012216.2018.6.4.16,AB,NA,,2018,,4,,,2018,,,18.1,6,3012216,,,,32,,6.1,92.22,2018-06-04 16:00:00,6,ND,45,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T00:00:00,5,,17,,13,,3012216.2018.6.4.17,AB,Mostly Cloudy,,2018,,4,,,2018,,,17.5,6,3012216,,,,31,,5.5,92.27,2018-06-04 17:00:00,6,Généralement nuageux,45,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T01:00:00,5,,18,,36,,3012216.2018.6.4.18,AB,NA,,2018,,4,,,2018,,,13.7,6,3012216,,,,31,,4.2,92.36,2018-06-04 18:00:00,6,ND,52,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T02:00:00,5,,19,,17,,3012216.2018.6.4.19,AB,Rain Showers,,2018,,4,,,2018,,,10.6,6,3012216,,,,25,,6.5,92.47,2018-06-04 19:00:00,6,Averses de pluie,76,19.3,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T03:00:00,5,,20,,15,,3012216.2018.6.4.20,AB,Mostly Cloudy,,2018,,4,,,2018,,,10.9,6,3012216,,,,14,,6.7,92.37,2018-06-04 20:00:00,6,Généralement nuageux,75,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T04:00:00,5,,21,,4,,3012216.2018.6.4.21,AB,NA,,2018,,4,,,2018,,,9.5,6,3012216,,,,20,,7.1,92.44,2018-06-04 21:00:00,6,ND,85,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T05:00:00,5,,22,,10,,3012216.2018.6.4.22,AB,NA,,2018,,4,,,2018,,,8.3,6,3012216,,,,23,,7.3,92.51,2018-06-04 22:00:00,6,ND,93,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T06:00:00,5,,23,,7,,3012216.2018.6.4.23,AB,Mostly Cloudy,,2018,,4,,,2018,,,6.7,6,3012216,,,,17,,5.9,92.56,2018-06-04 23:00:00,6,Généralement nuageux,95,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T07:00:00,5,,0,,8,,3012216.2018.6.5.0,AB,NA,,2018,,5,,,2018,,,8.3,6,3012216,,,,13,,6.2,92.6,2018-06-05 00:00:00,6,ND,87,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T08:00:00,5,,1,,12,,3012216.2018.6.5.1,AB,NA,,2018,,5,,,2018,,,7.5,6,3012216,,,,15,,5.8,92.62,2018-06-05 01:00:00,6,ND,89,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T09:00:00,5,,2,,0,,3012216.2018.6.5.2,AB,Rain Showers,,2018,,5,,,2018,,,8.1,6,3012216,,,,0,,6.5,92.66,2018-06-05 02:00:00,6,Averses de pluie,89,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T10:00:00,5,,3,,0,,3012216.2018.6.5.3,AB,NA,,2018,,5,,,2018,,,6.9,6,3012216,,,,0,,5.7,92.65,2018-06-05 03:00:00,6,ND,92,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T11:00:00,5,,4,,8,,3012216.2018.6.5.4,AB,NA,,2018,,5,,,2018,,,6.3,6,3012216,,,,25,,5.7,92.66,2018-06-05 04:00:00,6,ND,96,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T12:00:00,5,,5,,7,,3012216.2018.6.5.5,AB,Mostly Cloudy,,2018,,5,,,2018,,,7.2,6,3012216,,,,27,,5.5,92.72,2018-06-05 05:00:00,6,Généralement nuageux,89,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T13:00:00,5,,6,,7,,3012216.2018.6.5.6,AB,NA,,2018,,5,,,2018,,,8.3,6,3012216,,,,27,,6.0,92.76,2018-06-05 06:00:00,6,ND,85,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T14:00:00,5,,7,,10,,3012216.2018.6.5.7,AB,NA,,2018,,5,,,2018,,,10.4,6,3012216,,,,30,,5.5,92.78,2018-06-05 07:00:00,6,ND,71,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T15:00:00,5,,8,,15,,3012216.2018.6.5.8,AB,Mainly Clear,,2018,,5,,,2018,,,11.6,6,3012216,,,,31,,2.8,92.78,2018-06-05 08:00:00,6,Généralement dégagé,55,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T16:00:00,5,,9,,15,,3012216.2018.6.5.9,AB,NA,,2018,,5,,,2018,,,13.3,6,3012216,,,,32,,3.1,92.78,2018-06-05 09:00:00,6,ND,50,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T17:00:00,5,,10,,10,,3012216.2018.6.5.10,AB,NA,,2018,,5,,,2018,,,14.1,6,3012216,,,,30,,1.8,92.76,2018-06-05 10:00:00,6,ND,43,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T18:00:00,5,,11,,18,,3012216.2018.6.5.11,AB,Mostly Cloudy,,2018,,5,,,2018,,,15.0,6,3012216,,,,29,,1.2,92.73,2018-06-05 11:00:00,6,Généralement nuageux,39,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T19:00:00,5,,12,,13,,3012216.2018.6.5.12,AB,NA,,2018,,5,,,2018,,,14.4,6,3012216,,,,25,,-0.7,92.72,2018-06-05 12:00:00,6,ND,35,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T20:00:00,5,,13,,15,,3012216.2018.6.5.13,AB,NA,,2018,,5,,,2018,,,16.4,6,3012216,,,,23,,0.7,92.66,2018-06-05 13:00:00,6,ND,34,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T21:00:00,5,,14,,22,,3012216.2018.6.5.14,AB,Mostly Cloudy,,2018,,5,,,2018,,,17.7,6,3012216,,,,23,,0.4,92.65,2018-06-05 14:00:00,6,Généralement nuageux,31,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T22:00:00,5,,15,,14,,3012216.2018.6.5.15,AB,NA,,2018,,5,,,2018,,,16.9,6,3012216,,,,19,,1.2,92.63,2018-06-05 15:00:00,6,ND,34,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-05T23:00:00,5,,16,,5,,3012216.2018.6.5.16,AB,NA,,2018,,5,,,2018,,,16.5,6,3012216,,,,18,,0.9,92.62,2018-06-05 16:00:00,6,ND,34,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T00:00:00,6,,17,,8,,3012216.2018.6.5.17,AB,Mostly Cloudy,,2018,,5,,,2018,,,16.4,6,3012216,,,,17,,0.6,92.6,2018-06-05 17:00:00,6,Généralement nuageux,34,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T01:00:00,6,,18,,5,,3012216.2018.6.5.18,AB,NA,,2018,,5,,,2018,,,16.1,6,3012216,,,,18,,0.4,92.6,2018-06-05 18:00:00,6,ND,34,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T02:00:00,6,,19,,0,,3012216.2018.6.5.19,AB,NA,,2018,,5,,,2018,,,16.4,6,3012216,,,,0,,-0.9,92.59,2018-06-05 19:00:00,6,ND,31,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T03:00:00,6,,20,,12,,3012216.2018.6.5.20,AB,Mostly Cloudy,,2018,,5,,,2018,,,13.2,6,3012216,,,,12,,3.4,92.6,2018-06-05 20:00:00,6,Généralement nuageux,51,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T04:00:00,6,,21,,11,,3012216.2018.6.5.21,AB,NA,,2018,,5,,,2018,,,12.6,6,3012216,,,,10,,2.5,92.6,2018-06-05 21:00:00,6,ND,50,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T05:00:00,6,,22,,12,,3012216.2018.6.5.22,AB,NA,,2018,,5,,,2018,,,11.9,6,3012216,,,,12,,3.1,92.6,2018-06-05 22:00:00,6,ND,54,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T06:00:00,6,,23,,14,,3012216.2018.6.5.23,AB,Mostly Cloudy,,2018,,5,,,2018,,,11.7,6,3012216,,,,12,,3.3,92.59,2018-06-05 23:00:00,6,Généralement nuageux,56,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T07:00:00,6,,0,,15,,3012216.2018.6.6.0,AB,NA,,2018,,6,,,2018,,,9.8,6,3012216,,,,14,,3.3,92.59,2018-06-06 00:00:00,6,ND,63,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T08:00:00,6,,1,,3,,3012216.2018.6.6.1,AB,NA,,2018,,6,,,2018,,,10.5,6,3012216,,,,26,,2.9,92.62,2018-06-06 01:00:00,6,ND,59,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T09:00:00,6,,2,,10,,3012216.2018.6.6.2,AB,Mainly Clear,,2018,,6,,,2018,,,7.9,6,3012216,,,,2,,2.5,92.62,2018-06-06 02:00:00,6,Généralement dégagé,69,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T10:00:00,6,,3,,5,,3012216.2018.6.6.3,AB,NA,,2018,,6,,,2018,,,3.7,6,3012216,,,,4,,1.2,92.61,2018-06-06 03:00:00,6,ND,84,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T11:00:00,6,,4,,9,,3012216.2018.6.6.4,AB,NA,,2018,,6,,,2018,,,2.7,6,3012216,,,,19,,0.8,92.62,2018-06-06 04:00:00,6,ND,87,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T12:00:00,6,,5,,9,,3012216.2018.6.6.5,AB,Clear,,2018,,6,,,2018,,,3.2,6,3012216,,,,25,,1.5,92.67,2018-06-06 05:00:00,6,Dégagé,88,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T13:00:00,6,,6,,7,,3012216.2018.6.6.6,AB,NA,,2018,,6,,,2018,,,6.5,6,3012216,,,,17,,3.7,92.68,2018-06-06 06:00:00,6,ND,82,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T14:00:00,6,,7,,9,,3012216.2018.6.6.7,AB,NA,,2018,,6,,,2018,,,10.9,6,3012216,,,,25,,4.7,92.72,2018-06-06 07:00:00,6,ND,65,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T15:00:00,6,,8,,7,,3012216.2018.6.6.8,AB,Clear,,2018,,6,,,2018,,,14.1,6,3012216,,,,27,,4.4,92.72,2018-06-06 08:00:00,6,Dégagé,52,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T16:00:00,6,,9,,8,,3012216.2018.6.6.9,AB,NA,,2018,,6,,,2018,,,16.3,6,3012216,,,,30,,3.7,92.71,2018-06-06 09:00:00,6,ND,43,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T17:00:00,6,,10,,10,,3012216.2018.6.6.10,AB,NA,,2018,,6,,,2018,,,18.2,6,3012216,,,,35,,1.8,92.7,2018-06-06 10:00:00,6,ND,33,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T18:00:00,6,,11,,3,,3012216.2018.6.6.11,AB,Clear,,2018,,6,,,2018,,,18.6,6,3012216,,,,23,,0.8,92.7,2018-06-06 11:00:00,6,Dégagé,30,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T19:00:00,6,,12,,10,,3012216.2018.6.6.12,AB,NA,,2018,,6,,,2018,,,19.7,6,3012216,,,,24,,0.1,92.69,2018-06-06 12:00:00,6,ND,27,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T20:00:00,6,,13,,13,,3012216.2018.6.6.13,AB,NA,,2018,,6,,,2018,,,21.3,6,3012216,,,,20,,0.3,92.66,2018-06-06 13:00:00,6,ND,24,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T21:00:00,6,,14,,4,,3012216.2018.6.6.14,AB,Mostly Cloudy,,2018,,6,,,2018,,,20.5,6,3012216,,,,24,,0.8,92.64,2018-06-06 14:00:00,6,Généralement nuageux,27,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T22:00:00,6,,15,,9,,3012216.2018.6.6.15,AB,NA,,2018,,6,,,2018,,,21.3,6,3012216,,,,28,,1.5,92.62,2018-06-06 15:00:00,6,ND,27,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-06T23:00:00,6,,16,,14,,3012216.2018.6.6.16,AB,NA,,2018,,6,,,2018,,,23.3,6,3012216,,,,7,,1.3,92.58,2018-06-06 16:00:00,6,ND,23,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T00:00:00,7,,17,,3,,3012216.2018.6.6.17,AB,Mainly Clear,,2018,,6,,,2018,,,22.6,6,3012216,,,,24,,2.2,92.56,2018-06-06 17:00:00,6,Généralement dégagé,26,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T01:00:00,7,,18,,10,,3012216.2018.6.6.18,AB,NA,,2018,,6,,,2018,,,22.4,6,3012216,,,,21,,0.5,92.55,2018-06-06 18:00:00,6,ND,23,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T02:00:00,7,,19,,4,,3012216.2018.6.6.19,AB,NA,,2018,,6,,,2018,,,22.0,6,3012216,,,,29,,2.0,92.55,2018-06-06 19:00:00,6,ND,26,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T03:00:00,7,,20,,4,,3012216.2018.6.6.20,AB,Mainly Clear,,2018,,6,,,2018,,,20.1,6,3012216,,,,6,,2.5,92.56,2018-06-06 20:00:00,6,Généralement dégagé,31,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T04:00:00,7,,21,,15,,3012216.2018.6.6.21,AB,NA,,2018,,6,,,2018,,,16.8,6,3012216,,,,8,,2.4,92.58,2018-06-06 21:00:00,6,ND,38,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T05:00:00,7,,22,,19,,3012216.2018.6.6.22,AB,NA,,2018,,6,,,2018,,,16.6,6,3012216,,,,10,,3.7,92.61,2018-06-06 22:00:00,6,ND,42,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T06:00:00,7,,23,,12,,3012216.2018.6.6.23,AB,Mainly Clear,,2018,,6,,,2018,,,13.0,6,3012216,,,,10,,3.7,92.64,2018-06-06 23:00:00,6,Généralement dégagé,53,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T07:00:00,7,,0,,10,,3012216.2018.6.7.0,AB,NA,,2018,,7,,,2018,,,10.3,6,3012216,,,,12,,3.2,92.64,2018-06-07 00:00:00,6,ND,61,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T08:00:00,7,,1,,8,,3012216.2018.6.7.1,AB,NA,,2018,,7,,,2018,,,10.2,6,3012216,,,,12,,3.3,92.63,2018-06-07 01:00:00,6,ND,62,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T09:00:00,7,,2,,10,,3012216.2018.6.7.2,AB,Mainly Clear,,2018,,7,,,2018,,,10.5,6,3012216,,,,14,,2.9,92.63,2018-06-07 02:00:00,6,Généralement dégagé,59,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T10:00:00,7,,3,,8,,3012216.2018.6.7.3,AB,NA,,2018,,7,,,2018,,,8.1,6,3012216,,,,15,,3.2,92.65,2018-06-07 03:00:00,6,ND,71,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T11:00:00,7,,4,,5,,3012216.2018.6.7.4,AB,NA,,2018,,7,,,2018,,,6.7,6,3012216,,,,17,,2.9,92.66,2018-06-07 04:00:00,6,ND,77,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T12:00:00,7,,5,,8,,3012216.2018.6.7.5,AB,Mostly Cloudy,,2018,,7,,,2018,,,6.0,6,3012216,,,,19,,3.3,92.67,2018-06-07 05:00:00,6,Généralement nuageux,83,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T13:00:00,7,,6,,7,,3012216.2018.6.7.6,AB,NA,,2018,,7,,,2018,,,11.8,6,3012216,,,,16,,6.5,92.67,2018-06-07 06:00:00,6,ND,70,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T14:00:00,7,,7,,10,,3012216.2018.6.7.7,AB,NA,,2018,,7,,,2018,,,13.9,6,3012216,,,,18,,6.0,92.68,2018-06-07 07:00:00,6,ND,59,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T15:00:00,7,,8,,7,,3012216.2018.6.7.8,AB,Mostly Cloudy,,2018,,7,,,2018,,,16.4,6,3012216,,,,21,,6.2,92.69,2018-06-07 08:00:00,6,Généralement nuageux,51,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T16:00:00,7,,9,,4,,3012216.2018.6.7.9,AB,NA,,2018,,7,,,2018,,,19.4,6,3012216,,,,17,,6.5,92.69,2018-06-07 09:00:00,6,ND,43,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T17:00:00,7,,10,,5,,3012216.2018.6.7.10,AB,NA,,2018,,7,,,2018,,,22.2,6,3012216,,,,15,,6.7,92.69,2018-06-07 10:00:00,6,ND,36,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T18:00:00,7,,11,,0,,3012216.2018.6.7.11,AB,Mostly Cloudy,,2018,,7,,,2018,,,23.4,6,3012216,,,,0,,4.8,92.67,2018-06-07 11:00:00,6,Généralement nuageux,29,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T19:00:00,7,,12,,9,,3012216.2018.6.7.12,AB,NA,,2018,,7,,,2018,,,25.3,6,3012216,,,,11,,1.3,92.63,2018-06-07 12:00:00,6,ND,20,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T20:00:00,7,,13,,5,,3012216.2018.6.7.13,AB,NA,,2018,,7,,,2018,,,25.3,6,3012216,,,,12,,1.5,92.6,2018-06-07 13:00:00,6,ND,21,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T21:00:00,7,,14,,5,,3012216.2018.6.7.14,AB,Mostly Cloudy,,2018,,7,,,2018,,,26.1,6,3012216,,,,7,,1.7,92.56,2018-06-07 14:00:00,6,Généralement nuageux,20,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T22:00:00,7,,15,,12,26,3012216.2018.6.7.15,AB,NA,,2018,,7,,,2018,,,26.7,6,3012216,,,,21,,3.9,92.51,2018-06-07 15:00:00,6,ND,23,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-07T23:00:00,7,,16,,23,27,3012216.2018.6.7.16,AB,NA,,2018,,7,,,2018,,,27.6,6,3012216,,,,16,,4.5,92.48,2018-06-07 16:00:00,6,ND,22,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T00:00:00,8,,17,,19,25,3012216.2018.6.7.17,AB,Mostly Cloudy,,2018,,7,,,2018,,,26.7,6,3012216,,,,19,,3.0,92.44,2018-06-07 17:00:00,6,Généralement nuageux,21,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T01:00:00,8,,18,,8,25,3012216.2018.6.7.18,AB,NA,,2018,,7,,,2018,,,26.3,6,3012216,,,,19,,3.6,92.42,2018-06-07 18:00:00,6,ND,23,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T02:00:00,8,,19,,6,25,3012216.2018.6.7.19,AB,NA,,2018,,7,,,2018,,,26.0,6,3012216,,,,16,,5.0,92.4,2018-06-07 19:00:00,6,ND,26,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T03:00:00,8,,20,,14,,3012216.2018.6.7.20,AB,Mostly Cloudy,,2018,,7,,,2018,,,22.2,6,3012216,,,,14,,6.8,92.42,2018-06-07 20:00:00,6,Généralement nuageux,37,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T04:00:00,8,,21,,18,,3012216.2018.6.7.21,AB,NA,,2018,,7,,,2018,,,18.1,6,3012216,,,,13,,6.2,92.41,2018-06-07 21:00:00,6,ND,45,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T05:00:00,8,,22,,23,,3012216.2018.6.7.22,AB,NA,,2018,,7,,,2018,,,19.8,6,3012216,,,,13,,6.0,92.42,2018-06-07 22:00:00,6,ND,40,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T06:00:00,8,,23,,27,,3012216.2018.6.7.23,AB,Mostly Cloudy,,2018,,7,,,2018,,,19.5,6,3012216,,,,13,,5.8,92.45,2018-06-07 23:00:00,6,Généralement nuageux,40,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T07:00:00,8,,0,,25,,3012216.2018.6.8.0,AB,NA,,2018,,8,,,2018,,,17.6,6,3012216,,,,13,,5.8,92.48,2018-06-08 00:00:00,6,ND,46,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T08:00:00,8,,1,,25,,3012216.2018.6.8.1,AB,NA,,2018,,8,,,2018,,,18.1,6,3012216,,,,18,,5.4,92.56,2018-06-08 01:00:00,6,ND,43,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T09:00:00,8,,2,,18,,3012216.2018.6.8.2,AB,Mainly Clear,,2018,,8,,,2018,,,15.1,6,3012216,,,,14,,5.5,92.58,2018-06-08 02:00:00,6,Généralement dégagé,53,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T10:00:00,8,,3,,16,,3012216.2018.6.8.3,AB,NA,,2018,,8,,,2018,,,14.0,6,3012216,,,,13,,6.1,92.52,2018-06-08 03:00:00,6,ND,58,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T11:00:00,8,,4,,18,,3012216.2018.6.8.4,AB,NA,,2018,,8,,,2018,,,14.2,6,3012216,,,,13,,5.6,92.5,2018-06-08 04:00:00,6,ND,56,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T12:00:00,8,,5,,7,,3012216.2018.6.8.5,AB,Mostly Cloudy,,2018,,8,,,2018,,,13.6,6,3012216,,,,12,,6.3,92.54,2018-06-08 05:00:00,6,Généralement nuageux,61,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T13:00:00,8,,6,,3,,3012216.2018.6.8.6,AB,NA,,2018,,8,,,2018,,,14.2,6,3012216,,,,21,,6.9,92.56,2018-06-08 06:00:00,6,ND,61,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T14:00:00,8,,7,,5,,3012216.2018.6.8.7,AB,NA,,2018,,8,,,2018,,,16.0,6,3012216,,,,1,,8.3,92.59,2018-06-08 07:00:00,6,ND,60,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T15:00:00,8,,8,,14,,3012216.2018.6.8.8,AB,Mostly Cloudy,,2018,,8,,,2018,,,18.3,6,3012216,,,,10,,9.7,92.58,2018-06-08 08:00:00,6,Généralement nuageux,57,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T16:00:00,8,,9,,7,,3012216.2018.6.8.9,AB,NA,,2018,,8,,,2018,,,20.4,6,3012216,,,,10,,10.3,92.61,2018-06-08 09:00:00,6,ND,52,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T17:00:00,8,,10,,10,,3012216.2018.6.8.10,AB,NA,,2018,,8,,,2018,,,21.9,6,3012216,,,,10,,10.2,92.6,2018-06-08 10:00:00,6,ND,47,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T18:00:00,8,,11,,7,,3012216.2018.6.8.11,AB,Clear,,2018,,8,,,2018,,,22.2,6,3012216,,,,29,,10.3,92.61,2018-06-08 11:00:00,6,Dégagé,46,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T19:00:00,8,,12,,5,25,3012216.2018.6.8.12,AB,NA,,2018,,8,,,2018,,,23.6,6,3012216,,,,34,,10.4,92.62,2018-06-08 12:00:00,6,ND,43,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T20:00:00,8,,13,,14,26,3012216.2018.6.8.13,AB,NA,,2018,,8,,,2018,,,24.7,6,3012216,,,,36,,9.2,92.61,2018-06-08 13:00:00,6,ND,37,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T21:00:00,8,,14,,17,27,3012216.2018.6.8.14,AB,Mainly Clear,,2018,,8,,,2018,,,25.6,6,3012216,,,,35,,9.6,92.61,2018-06-08 14:00:00,6,Généralement dégagé,36,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T22:00:00,8,,15,,5,26,3012216.2018.6.8.15,AB,NA,,2018,,8,,,2018,,,25.3,6,3012216,,,,33,,7.6,92.58,2018-06-08 15:00:00,6,ND,32,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-08T23:00:00,8,,16,,6,25,3012216.2018.6.8.16,AB,NA,,2018,,8,,,2018,,,25.5,6,3012216,,,,31,,6.8,92.56,2018-06-08 16:00:00,6,ND,30,24.1,EDMONTON INTL A
-113.57944444444445,53.31,2018-06-09T00:00:00,9,,17,,4,25,3012216.2018.6.8.17,AB,Mostly Cloudy,,2018,,8,,,2018,,,25.6,6,3012216,,,,18,,6.7,92.54,2018-06-08 17:00:00,6,Généralement nuageux,29,24.1,EDMONTON INTL A
