x,y,STATION_PRESSURE_FLAG,WIND_SPEED,PROVINCE_CODE,ID,UTC_DAY,WEATHER_FRE_DESC,WIND_SPEED_FLAG,UTC_DATE,HUMIDEX,STATION_PRESSURE,LOCAL_MONTH,RELATIVE_HUMIDITY,DEW_POINT_TEMP,WEATHER_ENG_DESC,LOCAL_DAY,RELATIVE_HUMIDITY_FLAG,PRECIP_AMOUNT,WIND_DIRECTION,VISIBILITY,VISIBILITY_FLAG,WINDCHILL_FLAG,CLIMATE_IDENTIFIER,UTC_MONTH,LOCAL_YEAR,WINDCHILL,WIND_DIRECTION_FLAG,PRECIP_AMOUNT_FLAG,LOCAL_HOUR,UTC_YEAR,DEW_POINT_TEMP_FLAG,LOCAL_DATE,STATION_NAME,TEMP,HUMIDEX_FLAG,TEMP_FLAG
-114.01333333333334,51.1225,,9,AB,3031092.2019.11.4.7,4,Neige,,2019-11-04T14:00:00,,89.27,11,93,-3.4,Snow,4,,,18,4.8,,,3031092,11,2019,-6,,,7,2019,,2019-11-04 07:00:00,CALGARY INTL A,-2.4,,
-114.01333333333334,51.1225,,9,AB,3031092.2019.11.4.8,4,"Neige,Brouillard",,2019-11-04T15:00:00,,89.29,11,93,-3.0,"Snow,Fog",4,,,20,6.4,,,3031092,11,2019,-5,,,8,2019,,2019-11-04 08:00:00,CALGARY INTL A,-2.0,,
-114.01333333333334,51.1225,,13,AB,3031092.2019.11.4.9,4,"Neige,Brouillard",,2019-11-04T16:00:00,,89.27,11,92,-3.0,"Snow,Fog",4,,,20,4.8,,,3031092,11,2019,-6,,,9,2019,,2019-11-04 09:00:00,CALGARY INTL A,-1.8,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.4.10,4,Brouillard,,2019-11-04T17:00:00,,89.29,11,91,-2.6,Fog,4,,,18,8.1,,,3031092,11,2019,-5,,,10,2019,,2019-11-04 10:00:00,CALGARY INTL A,-1.3,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.4.11,4,Nuageux,,2019-11-04T18:00:00,,89.27,11,90,-2.6,Cloudy,4,,,18,11.3,,,3031092,11,2019,-5,,,11,2019,,2019-11-04 11:00:00,CALGARY INTL A,-1.2,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.4.12,4,ND,,2019-11-04T19:00:00,,89.22,11,87,-2.5,NA,4,,,17,16.1,,,3031092,11,2019,-5,,,12,2019,,2019-11-04 12:00:00,CALGARY INTL A,-0.6,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.4.13,4,ND,,2019-11-04T20:00:00,,89.13,11,88,-2.0,NA,4,,,17,24.1,,,3031092,11,2019,-4,,,13,2019,,2019-11-04 13:00:00,CALGARY INTL A,-0.2,,
-114.01333333333334,51.1225,,16,AB,3031092.2019.11.4.14,4,Nuageux,,2019-11-04T21:00:00,,89.08,11,84,-2.5,Cloudy,4,,,17,24.1,,,3031092,11,2019,-5,,,14,2019,,2019-11-04 14:00:00,CALGARY INTL A,-0.1,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.4.15,4,ND,,2019-11-04T22:00:00,,89.04,11,85,-2.5,NA,4,,,16,24.1,,,3031092,11,2019,-5,,,15,2019,,2019-11-04 15:00:00,CALGARY INTL A,-0.4,,
-114.01333333333334,51.1225,,17,AB,3031092.2019.11.4.16,4,ND,,2019-11-04T23:00:00,,89.02,11,85,-2.5,NA,4,,,19,24.1,,,3031092,11,2019,-5,,,16,2019,,2019-11-04 16:00:00,CALGARY INTL A,-0.3,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.4.17,5,Nuageux,,2019-11-05T00:00:00,,88.96,11,85,-3.0,Cloudy,4,,,16,16.1,,,3031092,11,2019,-5,,,17,2019,,2019-11-04 17:00:00,CALGARY INTL A,-0.8,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.4.18,5,ND,,2019-11-05T01:00:00,,88.96,11,88,-2.7,NA,4,,,18,16.1,,,3031092,11,2019,-5,,,18,2019,,2019-11-04 18:00:00,CALGARY INTL A,-1.0,,
-114.01333333333334,51.1225,,15,AB,3031092.2019.11.4.19,5,Brouillard,,2019-11-05T02:00:00,,88.96,11,90,-2.5,Fog,4,,,15,9.7,,,3031092,11,2019,-6,,,19,2019,,2019-11-04 19:00:00,CALGARY INTL A,-1.1,,
-114.01333333333334,51.1225,,6,AB,3031092.2019.11.4.20,5,Brouillard,,2019-11-05T03:00:00,,88.97,11,91,-2.4,Fog,4,,,17,8.1,,,3031092,11,2019,-3,,,20,2019,,2019-11-04 20:00:00,CALGARY INTL A,-1.1,,
-114.01333333333334,51.1225,,4,AB,3031092.2019.11.4.21,5,"Neige,Brouillard",,2019-11-05T04:00:00,,89.01,11,91,-2.4,"Snow,Fog",4,,,18,8.1,,,3031092,11,2019,-2,,,21,2019,,2019-11-04 21:00:00,CALGARY INTL A,-1.0,,
-114.01333333333334,51.1225,,6,AB,3031092.2019.11.4.22,5,"Neige,Brouillard",,2019-11-05T05:00:00,,89.03,11,91,-2.2,"Snow,Fog",4,,,19,8.1,,,3031092,11,2019,-3,,,22,2019,,2019-11-04 22:00:00,CALGARY INTL A,-0.9,,
-114.01333333333334,51.1225,,8,AB,3031092.2019.11.4.23,5,"Neige,Brouillard",,2019-11-05T06:00:00,,89.05,11,91,-2.1,"Snow,Fog",4,,,22,6.4,,,3031092,11,2019,-4,,,23,2019,,2019-11-04 23:00:00,CALGARY INTL A,-0.8,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.5.0,5,"Neige,Brouillard",,2019-11-05T07:00:00,,89.02,11,89,-2.5,"Snow,Fog",5,,,23,8.1,,,3031092,11,2019,-5,,,0,2019,,2019-11-05 00:00:00,CALGARY INTL A,-0.9,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.5.1,5,Neige,,2019-11-05T08:00:00,,89.02,11,90,-2.6,Snow,5,,,23,8.1,,,3031092,11,2019,-5,,,1,2019,,2019-11-05 01:00:00,CALGARY INTL A,-1.1,,
-114.01333333333334,51.1225,,9,AB,3031092.2019.11.5.2,5,Neige,,2019-11-05T09:00:00,,89.01,11,88,-3.1,Snow,5,,,23,8.1,,,3031092,11,2019,-5,,,2,2019,,2019-11-05 02:00:00,CALGARY INTL A,-1.4,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.5.3,5,Neige,,2019-11-05T10:00:00,,89.03,11,90,-2.9,Snow,5,,,23,8.1,,,3031092,11,2019,-4,,,3,2019,,2019-11-05 03:00:00,CALGARY INTL A,-1.4,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.5.4,5,Neige,,2019-11-05T11:00:00,,89.07,11,89,-2.6,Snow,5,,,23,8.1,,,3031092,11,2019,-3,,,4,2019,,2019-11-05 04:00:00,CALGARY INTL A,-0.9,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.5.5,5,Neige,,2019-11-05T12:00:00,,89.13,11,90,-1.3,Snow,5,,,30,8.1,,,3031092,11,2019,,,,5,2019,,2019-11-05 05:00:00,CALGARY INTL A,0.1,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.5.6,5,Neige,,2019-11-05T13:00:00,,89.22,11,88,-0.9,Snow,5,,,35,11.3,,,3031092,11,2019,,,,6,2019,,2019-11-05 06:00:00,CALGARY INTL A,0.8,,
-114.01333333333334,51.1225,,33,AB,3031092.2019.11.5.7,5,Neige,,2019-11-05T14:00:00,,89.3,11,88,-1.6,Snow,5,,,35,8.1,,,3031092,11,2019,,,,7,2019,,2019-11-05 07:00:00,CALGARY INTL A,0.1,,
-114.01333333333334,51.1225,,26,AB,3031092.2019.11.5.8,5,Neige,,2019-11-05T15:00:00,,89.45,11,90,-2.2,Snow,5,,,36,6.4,,,3031092,11,2019,-7,,,8,2019,,2019-11-05 08:00:00,CALGARY INTL A,-0.8,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.5.9,5,Neige,,2019-11-05T16:00:00,,89.59,11,90,-3.0,Snow,5,,,2,2.4,,,3031092,11,2019,-8,,,9,2019,,2019-11-05 09:00:00,CALGARY INTL A,-1.5,,
-114.01333333333334,51.1225,,30,AB,3031092.2019.11.5.10,5,Neige,,2019-11-05T17:00:00,,89.7,11,87,-4.9,Snow,5,,,1,4.8,,,3031092,11,2019,-10,,,10,2019,,2019-11-05 10:00:00,CALGARY INTL A,-3.0,,
-114.01333333333334,51.1225,,22,AB,3031092.2019.11.5.11,5,Neige,,2019-11-05T18:00:00,,89.79,11,83,-5.6,Snow,5,,,2,8.1,,,3031092,11,2019,-9,,,11,2019,,2019-11-05 11:00:00,CALGARY INTL A,-3.0,,
-114.01333333333334,51.1225,,31,AB,3031092.2019.11.5.12,5,Neige,,2019-11-05T19:00:00,,89.86,11,82,-6.2,Snow,5,,,1,12.9,,,3031092,11,2019,-11,,,12,2019,,2019-11-05 12:00:00,CALGARY INTL A,-3.6,,
-114.01333333333334,51.1225,,31,AB,3031092.2019.11.5.13,5,Neige,,2019-11-05T20:00:00,,89.91,11,86,-7.0,Snow,5,,,4,6.4,,,3031092,11,2019,-13,,,13,2019,,2019-11-05 13:00:00,CALGARY INTL A,-5.1,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.5.14,5,"Neige,Poudrerie élevée",,2019-11-05T21:00:00,,89.99,11,86,-9.2,"Snow,Blowing Snow",5,,,3,8.1,,,3031092,11,2019,-16,,,14,2019,,2019-11-05 14:00:00,CALGARY INTL A,-7.3,,
-114.01333333333334,51.1225,,23,AB,3031092.2019.11.5.15,5,Neige,,2019-11-05T22:00:00,,90.03,11,84,-10.3,Snow,5,,,2,2.4,,,3031092,11,2019,-16,,,15,2019,,2019-11-05 15:00:00,CALGARY INTL A,-8.0,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.5.16,5,Neige,,2019-11-05T23:00:00,,90.11,11,82,-11.1,Snow,5,,,2,8.1,,,3031092,11,2019,-17,,,16,2019,,2019-11-05 16:00:00,CALGARY INTL A,-8.6,,
-114.01333333333334,51.1225,,18,AB,3031092.2019.11.5.17,6,Neige modérée,,2019-11-06T00:00:00,,90.17,11,85,-11.4,Moderate Snow,5,,,3,0.4,,,3031092,11,2019,-17,,,17,2019,,2019-11-05 17:00:00,CALGARY INTL A,-9.3,,
-114.01333333333334,51.1225,,23,AB,3031092.2019.11.5.18,6,Neige,,2019-11-06T01:00:00,,90.26,11,84,-12.2,Snow,5,,,3,2.4,,,3031092,11,2019,-18,,,18,2019,,2019-11-05 18:00:00,CALGARY INTL A,-10.0,,
-114.01333333333334,51.1225,,17,AB,3031092.2019.11.5.19,6,Neige,,2019-11-06T02:00:00,,90.33,11,84,-12.4,Snow,5,,,2,2.4,,,3031092,11,2019,-17,,,19,2019,,2019-11-05 19:00:00,CALGARY INTL A,-10.2,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.5.20,6,Neige,,2019-11-06T03:00:00,,90.45,11,84,-12.6,Snow,5,,,1,4,,,3031092,11,2019,-17,,,20,2019,,2019-11-05 20:00:00,CALGARY INTL A,-10.5,,
-114.01333333333334,51.1225,,11,AB,3031092.2019.11.5.21,6,Neige,,2019-11-06T04:00:00,,90.47,11,85,-12.8,Snow,5,,,36,2,,,3031092,11,2019,-16,,,21,2019,,2019-11-05 21:00:00,CALGARY INTL A,-10.6,,
-114.01333333333334,51.1225,,8,AB,3031092.2019.11.5.22,6,Neige,,2019-11-06T05:00:00,,90.51,11,85,-13.1,Snow,5,,,4,8.1,,,3031092,11,2019,-16,,,22,2019,,2019-11-05 22:00:00,CALGARY INTL A,-11.0,,
-114.01333333333334,51.1225,,6,AB,3031092.2019.11.5.23,6,Neige,,2019-11-06T06:00:00,,90.53,11,85,-13.3,Snow,5,,,7,8.1,,,3031092,11,2019,-15,,,23,2019,,2019-11-05 23:00:00,CALGARY INTL A,-11.3,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.6.0,6,Cristaux de glace,,2019-11-06T07:00:00,,90.52,11,87,-15.1,Ice Crystals,6,,,8,8.1,,,3031092,11,2019,-18,,,0,2019,,2019-11-06 00:00:00,CALGARY INTL A,-13.3,,
-114.01333333333334,51.1225,,8,AB,3031092.2019.11.6.1,6,"Cristaux de glace,Brouillard",,2019-11-06T08:00:00,,90.5,11,88,-14.5,"Ice Crystals,Fog",6,,,12,8.1,,,3031092,11,2019,-18,,,1,2019,,2019-11-06 01:00:00,CALGARY INTL A,-12.8,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.6.2,6,"Neige,Brouillard",,2019-11-06T09:00:00,,90.49,11,87,-13.8,"Snow,Fog",6,,,17,4.8,,,3031092,11,2019,-19,,,2,2019,,2019-11-06 02:00:00,CALGARY INTL A,-12.1,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.6.3,6,Neige,,2019-11-06T10:00:00,,90.47,11,87,-14.2,Snow,6,,,16,8.1,,,3031092,11,2019,-19,,,3,2019,,2019-11-06 03:00:00,CALGARY INTL A,-12.4,,
-114.01333333333334,51.1225,,11,AB,3031092.2019.11.6.4,6,Neige,,2019-11-06T11:00:00,,90.41,11,87,-15.8,Snow,6,,,18,8.1,,,3031092,11,2019,-21,,,4,2019,,2019-11-06 04:00:00,CALGARY INTL A,-14.2,,
-114.01333333333334,51.1225,,11,AB,3031092.2019.11.6.5,6,"Cristaux de glace,Brouillard",,2019-11-06T12:00:00,,90.38,11,87,-16.4,"Ice Crystals,Fog",6,,,18,1.6,,,3031092,11,2019,-21,,,5,2019,,2019-11-06 05:00:00,CALGARY INTL A,-14.7,,
-114.01333333333334,51.1225,,13,AB,3031092.2019.11.6.6,6,"Cristaux de glace,Brouillard",,2019-11-06T13:00:00,,90.33,11,86,-17.2,"Ice Crystals,Fog",6,,,18,1.6,,,3031092,11,2019,-23,,,6,2019,,2019-11-06 06:00:00,CALGARY INTL A,-15.3,,
-114.01333333333334,51.1225,,17,AB,3031092.2019.11.6.7,6,"Neige en grains,Brouillard",,2019-11-06T14:00:00,,90.29,11,86,-16.4,"Snow Grains,Fog",6,,,18,1.6,,,3031092,11,2019,-23,,,7,2019,,2019-11-06 07:00:00,CALGARY INTL A,-14.5,,
-114.01333333333334,51.1225,,17,AB,3031092.2019.11.6.8,6,Neige,,2019-11-06T15:00:00,,90.27,11,86,-16.0,Snow,6,,,19,2.8,,,3031092,11,2019,-22,,,8,2019,,2019-11-06 08:00:00,CALGARY INTL A,-14.1,,
-114.01333333333334,51.1225,,18,AB,3031092.2019.11.6.9,6,Neige,,2019-11-06T16:00:00,,90.26,11,86,-15.6,Snow,6,,,20,4.8,,,3031092,11,2019,-22,,,9,2019,,2019-11-06 09:00:00,CALGARY INTL A,-13.8,,
-114.01333333333334,51.1225,,21,AB,3031092.2019.11.6.10,6,"Cristaux de glace,Averses de neige",,2019-11-06T17:00:00,,90.21,11,86,-15.4,"Ice Crystals,Snow Showers",6,,,19,40.2,,,3031092,11,2019,-22,,,10,2019,,2019-11-06 10:00:00,CALGARY INTL A,-13.5,,
-114.01333333333334,51.1225,,16,AB,3031092.2019.11.6.11,6,Averses de neige,,2019-11-06T18:00:00,,90.15,11,85,-14.7,Snow Showers,6,,,18,64.4,,,3031092,11,2019,-20,,,11,2019,,2019-11-06 11:00:00,CALGARY INTL A,-12.7,,
-114.01333333333334,51.1225,,13,AB,3031092.2019.11.6.12,6,ND,,2019-11-06T19:00:00,,90.07,11,73,-14.0,NA,6,,,22,64.4,,,3031092,11,2019,-16,,,12,2019,,2019-11-06 12:00:00,CALGARY INTL A,-10.1,,
-114.01333333333334,51.1225,,13,AB,3031092.2019.11.6.13,6,ND,,2019-11-06T20:00:00,,89.97,11,64,-14.3,NA,6,,,22,64.4,,,3031092,11,2019,-15,,,13,2019,,2019-11-06 13:00:00,CALGARY INTL A,-8.6,,
-114.01333333333334,51.1225,,19,AB,3031092.2019.11.6.14,6,Dégagé,,2019-11-06T21:00:00,,89.9,11,60,-13.1,Clear,6,,,22,64.4,,,3031092,11,2019,-14,,,14,2019,,2019-11-06 14:00:00,CALGARY INTL A,-6.7,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.6.15,6,ND,,2019-11-06T22:00:00,,89.85,11,59,-11.7,NA,6,,,23,64.4,,,3031092,11,2019,-10,,,15,2019,,2019-11-06 15:00:00,CALGARY INTL A,-5.0,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.6.16,6,ND,,2019-11-06T23:00:00,,89.84,11,60,-10.9,NA,6,,,20,64.4,,,3031092,11,2019,-7,,,16,2019,,2019-11-06 16:00:00,CALGARY INTL A,-4.2,,
-114.01333333333334,51.1225,,9,AB,3031092.2019.11.6.17,7,Dégagé,,2019-11-07T00:00:00,,89.87,11,63,-10.4,Clear,6,,,24,56.3,,,3031092,11,2019,-8,,,17,2019,,2019-11-06 17:00:00,CALGARY INTL A,-4.5,,
-114.01333333333334,51.1225,,8,AB,3031092.2019.11.6.18,7,ND,,2019-11-07T01:00:00,,89.86,11,71,-10.5,NA,6,,,17,48.3,,,3031092,11,2019,-10,,,18,2019,,2019-11-06 18:00:00,CALGARY INTL A,-6.1,,
-114.01333333333334,51.1225,,0,AB,3031092.2019.11.6.19,7,ND,,2019-11-07T02:00:00,,89.85,11,76,-10.1,NA,6,,,0,24.1,,,3031092,11,2019,,,,19,2019,,2019-11-06 19:00:00,CALGARY INTL A,-6.5,,
-114.01333333333334,51.1225,,3,AB,3031092.2019.11.6.20,7,Dégagé,,2019-11-07T03:00:00,,89.82,11,80,-11.5,Clear,6,,,24,24.1,,,3031092,11,2019,-10,,,20,2019,,2019-11-06 20:00:00,CALGARY INTL A,-8.7,,
-114.01333333333334,51.1225,,3,AB,3031092.2019.11.6.21,7,ND,,2019-11-07T04:00:00,,89.81,11,85,-10.7,NA,6,,,36,24.1,,,3031092,11,2019,-10,,,21,2019,,2019-11-06 21:00:00,CALGARY INTL A,-8.6,,
-114.01333333333334,51.1225,,5,AB,3031092.2019.11.6.22,7,ND,,2019-11-07T05:00:00,,89.79,11,88,-12.0,NA,6,,,22,24.1,,,3031092,11,2019,-13,,,22,2019,,2019-11-06 22:00:00,CALGARY INTL A,-10.4,,
-114.01333333333334,51.1225,,4,AB,3031092.2019.11.6.23,7,Généralement nuageux,,2019-11-07T06:00:00,,89.75,11,82,-12.1,Mostly Cloudy,6,,,19,24.1,,,3031092,11,2019,-12,,,23,2019,,2019-11-06 23:00:00,CALGARY INTL A,-9.7,,
-114.01333333333334,51.1225,,0,AB,3031092.2019.11.7.0,7,ND,,2019-11-07T07:00:00,,89.69,11,79,-13.9,NA,7,,,0,24.1,,,3031092,11,2019,,,,0,2019,,2019-11-07 00:00:00,CALGARY INTL A,-10.9,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.7.1,7,ND,,2019-11-07T08:00:00,,89.65,11,82,-12.7,NA,7,,,22,24.1,,,3031092,11,2019,-15,,,1,2019,,2019-11-07 01:00:00,CALGARY INTL A,-10.1,,
-114.01333333333334,51.1225,,9,AB,3031092.2019.11.7.2,7,Généralement dégagé,,2019-11-07T09:00:00,,89.58,11,79,-13.4,Mainly Clear,7,,,20,24.1,,,3031092,11,2019,-15,,,2,2019,,2019-11-07 02:00:00,CALGARY INTL A,-10.4,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.7.3,7,ND,,2019-11-07T10:00:00,,89.54,11,77,-13.2,NA,7,,,20,24.1,,,3031092,11,2019,-14,,,3,2019,,2019-11-07 03:00:00,CALGARY INTL A,-9.9,,
-114.01333333333334,51.1225,,8,AB,3031092.2019.11.7.4,7,ND,,2019-11-07T11:00:00,,89.48,11,80,-12.9,NA,7,,,19,24.1,,,3031092,11,2019,-15,,,4,2019,,2019-11-07 04:00:00,CALGARY INTL A,-10.1,,
-114.01333333333334,51.1225,,8,AB,3031092.2019.11.7.5,7,Généralement nuageux,,2019-11-07T12:00:00,,89.45,11,78,-12.7,Mostly Cloudy,7,,,21,24.1,,,3031092,11,2019,-14,,,5,2019,,2019-11-07 05:00:00,CALGARY INTL A,-9.6,,
-114.01333333333334,51.1225,,3,AB,3031092.2019.11.7.6,7,ND,,2019-11-07T13:00:00,,89.44,11,83,-13.4,NA,7,,,36,24.1,,,3031092,11,2019,-13,,,6,2019,,2019-11-07 06:00:00,CALGARY INTL A,-11.0,,
-114.01333333333334,51.1225,,5,AB,3031092.2019.11.7.7,7,ND,,2019-11-07T14:00:00,,89.42,11,81,-12.0,NA,7,,,15,24.1,,,3031092,11,2019,-12,,,7,2019,,2019-11-07 07:00:00,CALGARY INTL A,-9.4,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.7.8,7,Généralement nuageux,,2019-11-07T15:00:00,,89.39,11,77,-10.5,Mostly Cloudy,7,,,21,64.4,,,3031092,11,2019,-11,,,8,2019,,2019-11-07 08:00:00,CALGARY INTL A,-7.1,,
-114.01333333333334,51.1225,,11,AB,3031092.2019.11.7.9,7,ND,,2019-11-07T16:00:00,,89.42,11,64,-9.8,NA,7,,,23,64.4,,,3031092,11,2019,-8,,,9,2019,,2019-11-07 09:00:00,CALGARY INTL A,-3.9,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.7.10,7,ND,,2019-11-07T17:00:00,,89.34,11,60,-8.9,NA,7,,,22,64.4,,,3031092,11,2019,-7,,,10,2019,,2019-11-07 10:00:00,CALGARY INTL A,-2.2,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.7.11,7,Généralement nuageux,,2019-11-07T18:00:00,,89.28,11,60,-7.0,Mostly Cloudy,7,,,19,64.4,,,3031092,11,2019,-4,,,11,2019,,2019-11-07 11:00:00,CALGARY INTL A,-0.1,,
-114.01333333333334,51.1225,,7,AB,3031092.2019.11.7.12,7,ND,,2019-11-07T19:00:00,,89.25,11,55,-5.2,NA,7,,,20,64.4,,,3031092,11,2019,,,,12,2019,,2019-11-07 12:00:00,CALGARY INTL A,3.0,,
-114.01333333333334,51.1225,,9,AB,3031092.2019.11.7.13,7,ND,,2019-11-07T20:00:00,,89.18,11,36,-6.5,NA,7,,,30,64.4,,,3031092,11,2019,,,,13,2019,,2019-11-07 13:00:00,CALGARY INTL A,7.4,,
-114.01333333333334,51.1225,,4,AB,3031092.2019.11.7.14,7,Nuageux,,2019-11-07T21:00:00,,89.13,11,37,-5.7,Cloudy,7,,,35,64.4,,,3031092,11,2019,,,,14,2019,,2019-11-07 14:00:00,CALGARY INTL A,8.0,,
-114.01333333333334,51.1225,,13,AB,3031092.2019.11.7.15,7,ND,,2019-11-07T22:00:00,,89.07,11,51,-3.9,NA,7,,,20,64.4,,,3031092,11,2019,,,,15,2019,,2019-11-07 15:00:00,CALGARY INTL A,5.6,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.7.16,7,ND,,2019-11-07T23:00:00,,89.07,11,58,-2.7,NA,7,,,17,56.3,,,3031092,11,2019,,,,16,2019,,2019-11-07 16:00:00,CALGARY INTL A,4.9,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.7.17,8,Généralement nuageux,,2019-11-08T00:00:00,,89.04,11,50,-4.5,Mostly Cloudy,7,,,17,48.3,,,3031092,11,2019,,,,17,2019,,2019-11-07 17:00:00,CALGARY INTL A,5.1,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.7.18,8,ND,,2019-11-08T01:00:00,,88.99,11,59,-4.4,NA,7,,,17,24.1,,,3031092,11,2019,,,,18,2019,,2019-11-07 18:00:00,CALGARY INTL A,3.0,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.7.19,8,ND,,2019-11-08T02:00:00,,88.92,11,36,-6.3,NA,7,,,28,24.1,,,3031092,11,2019,,,,19,2019,,2019-11-07 19:00:00,CALGARY INTL A,7.9,,
-114.01333333333334,51.1225,,14,AB,3031092.2019.11.7.20,8,Généralement dégagé,,2019-11-08T03:00:00,,88.87,11,39,-5.9,Mainly Clear,7,,,28,24.1,,,3031092,11,2019,,,,20,2019,,2019-11-07 20:00:00,CALGARY INTL A,7.3,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.7.21,8,ND,,2019-11-08T04:00:00,,88.83,11,38,-5.5,NA,7,,,27,24.1,,,3031092,11,2019,,,,21,2019,,2019-11-07 21:00:00,CALGARY INTL A,8.0,,
-114.01333333333334,51.1225,,26,AB,3031092.2019.11.7.22,8,ND,,2019-11-08T05:00:00,,88.8,11,38,-5.1,NA,7,,,28,24.1,,,3031092,11,2019,,,,22,2019,,2019-11-07 22:00:00,CALGARY INTL A,8.4,,
-114.01333333333334,51.1225,,24,AB,3031092.2019.11.7.23,8,Généralement nuageux,,2019-11-08T06:00:00,,88.71,11,39,-4.5,Mostly Cloudy,7,,,27,24.1,,,3031092,11,2019,,,,23,2019,,2019-11-07 23:00:00,CALGARY INTL A,8.8,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.8.0,8,ND,,2019-11-08T07:00:00,,88.69,11,41,-4.0,NA,8,,,27,24.1,,,3031092,11,2019,,,,0,2019,,2019-11-08 00:00:00,CALGARY INTL A,8.5,,
-114.01333333333334,51.1225,,20,AB,3031092.2019.11.8.1,8,ND,,2019-11-08T08:00:00,,88.66,11,41,-3.6,NA,8,,,27,24.1,,,3031092,11,2019,,,,1,2019,,2019-11-08 01:00:00,CALGARY INTL A,8.8,,
-114.01333333333334,51.1225,,6,AB,3031092.2019.11.8.2,8,Généralement nuageux,,2019-11-08T09:00:00,,88.63,11,47,-2.3,Mostly Cloudy,8,,,25,24.1,,,3031092,11,2019,,,,2,2019,,2019-11-08 02:00:00,CALGARY INTL A,8.2,,
-114.01333333333334,51.1225,,10,AB,3031092.2019.11.8.3,8,ND,,2019-11-08T10:00:00,,88.58,11,56,-0.8,NA,8,,,28,24.1,,,3031092,11,2019,,,,3,2019,,2019-11-08 03:00:00,CALGARY INTL A,7.5,,
-114.01333333333334,51.1225,,23,AB,3031092.2019.11.8.4,8,ND,,2019-11-08T11:00:00,,88.56,11,47,-0.4,NA,8,,,27,24.1,,,3031092,11,2019,,,,4,2019,,2019-11-08 04:00:00,CALGARY INTL A,10.2,,
-114.01333333333334,51.1225,,17,AB,3031092.2019.11.8.5,8,Généralement nuageux,,2019-11-08T12:00:00,,88.57,11,49,-0.3,Mostly Cloudy,8,,,27,24.1,,,3031092,11,2019,,,,5,2019,,2019-11-08 05:00:00,CALGARY INTL A,9.8,,
-114.01333333333334,51.1225,,12,AB,3031092.2019.11.8.6,8,ND,,2019-11-08T13:00:00,,88.55,11,57,-0.3,NA,8,,,26,24.1,,,3031092,11,2019,,,,6,2019,,2019-11-08 06:00:00,CALGARY INTL A,7.8,,
-114.01333333333334,51.1225,,24,AB,3031092.2019.11.8.7,8,ND,,2019-11-08T14:00:00,,88.54,11,51,1.2,NA,8,,,27,32.2,,,3031092,11,2019,,,,7,2019,,2019-11-08 07:00:00,CALGARY INTL A,11.0,,
-114.01333333333334,51.1225,,22,AB,3031092.2019.11.8.8,8,Généralement nuageux,,2019-11-08T15:00:00,,88.57,11,50,1.8,Mostly Cloudy,8,,,28,64.4,,,3031092,11,2019,,,,8,2019,,2019-11-08 08:00:00,CALGARY INTL A,11.8,,
-114.01333333333334,51.1225,,16,AB,3031092.2019.11.8.9,8,ND,,2019-11-08T16:00:00,,88.66,11,51,2.2,NA,8,,,30,64.4,,,3031092,11,2019,,,,9,2019,,2019-11-08 09:00:00,CALGARY INTL A,12.1,,
-114.01333333333334,51.1225,,27,AB,3031092.2019.11.8.10,8,ND,,2019-11-08T17:00:00,,88.76,11,57,2.9,NA,8,,,36,64.4,,,3031092,11,2019,,,,10,2019,,2019-11-08 10:00:00,CALGARY INTL A,11.2,,
